Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions)
2022-04-30,Nonmarketable,Foreign Series,264.342,0,264.342
2022-04-30,Nonmarketable,State and Local Government Series,119066.17345335,0,119066.17345335
2022-04-30,Nonmarketable,United States Savings Securities,153141.48834921,0,153141.48834921
2022-04-30,Nonmarketable,Government Account Series,310815.511613881,6504447.89241167,6815264.40402555
2022-04-30,Nonmarketable,Other,3189.05351638,0,3189.05351638
2022-04-30,Total Nonmarketable,_,615086.759378511,6504447.89241167,7119534.65179018
2022-04-30,Total Public Debt Outstanding,_,23847245.0515079,6526909.12008535,30374155.1715933
2022-03-31,Marketable,Bills,3927254.1986,1706.675,3928960.8736
2022-03-31,Marketable,Notes,13340845.6346,7617.8156,13348463.4502
2022-03-31,Marketable,Bonds,3623927.98175,7578.4495,3631506.43125
2022-03-31,Marketable,Treasury Inflation-Protected Securities,1751328.67751599,616.70935124,1751945.38686723
2022-03-31,Marketable,Floating Rate Notes,619116.9833,65.94,619182.9233
2022-03-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2022-03-31,Total Marketable,_,23262473.475766,23638.62845124,23286112.1042172
2022-03-31,Nonmarketable,Domestic Series,28601.91730532,0,28601.91730532
2022-03-31,Nonmarketable,Foreign Series,264.342,0,264.342
2022-03-31,Nonmarketable,State and Local Government Series,118249.60262482,0,118249.60262482
2022-03-31,Nonmarketable,United States Savings Securities,149758.09676986,0,149758.09676986
2022-03-31,Nonmarketable,Government Account Series,317125.94377011,6497554.27509253,6814679.21886264
2022-03-31,Nonmarketable,Other,3294.34636355,0,3294.34636355
2022-03-31,Total Nonmarketable,_,617294.24883366,6497554.27509253,7114847.52392619
2022-03-31,Total Public Debt Outstanding,_,23879767.7245996,6521191.90354377,30400959.6281434
2022-02-28,Marketable,Bills,4053010.6445,1991.042,4055001.6865
2022-02-28,Marketable,Notes,13219366.246,8258.6236,13227624.8696
2022-02-28,Marketable,Bonds,3581504.05005,7691.5634,3589195.61345
2022-02-28,Marketable,Treasury Inflation-Protected Securities,1720272.13906674,632.35921078,1720904.49827752
2022-02-28,Marketable,Floating Rate Notes,597104.295,78.17,597182.465
2022-02-28,Marketable,Federal Financing Bank,0,6053.039,6053.039
2022-02-28,Total Marketable,_,23171257.3746167,24704.79721078,23195962.1718275
2022-02-28,Nonmarketable,Domestic Series,28596.99240769,0,28596.99240769
2022-02-28,Nonmarketable,Foreign Series,264.342,0,264.342
2022-02-28,Nonmarketable,State and Local Government Series,112488.98473675,0,112488.98473675
2022-02-28,Nonmarketable,United States Savings Securities,149349.03411352,0,149349.03411352
2022-02-28,Nonmarketable,Government Account Series,311196.129007,6489087.67164008,6800283.80064708
2022-02-28,Nonmarketable,Other,3407.00145797,0,3407.00145797
2022-02-28,Total Nonmarketable,_,605303.48372293,6489087.67164008,7094391.15536301
2022-02-28,Total Public Debt Outstanding,_,23776559.8583396,6513793.46885086,30290353.3271905
2022-01-31,Marketable,Bills,3958703.3923,2347.978,3961051.3703
2022-01-31,Marketable,Notes,13133210.6765,8340.2153,13141550.8918
2022-01-31,Marketable,Bonds,3522479.45895,7549.9745,3530029.43345
2022-01-31,Marketable,Treasury Inflation-Protected Securities,1704402.9439562,628.30971724,1705031.25367344
2022-01-31,Marketable,Floating Rate Notes,575127.2084,55.095,575182.3034
2022-01-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2022-01-31,Total Marketable,_,22893923.6801062,24974.61151724,22918898.2916234
2022-01-31,Nonmarketable,Domestic Series,28593.57187954,0,28593.57187954
2022-01-31,Nonmarketable,Foreign Series,264.342,0,264.342
2022-01-31,Nonmarketable,State and Local Government Series,108070.06858985,0,108070.06858985
2022-01-31,Nonmarketable,United States Savings Securities,148838.96228883,0,148838.96228883
2022-01-31,Nonmarketable,Government Account Series,304045.61854121,6500231.26271398,6804275.88125519
2022-01-31,Nonmarketable,Other,3444.60832194,0,3444.60832194
2022-01-31,Total Nonmarketable,_,593257.17162137,6500231.26271398,7093488.43433535
2022-01-31,Total Public Debt Outstanding,_,23487180.8517276,6525204.87423122,30012385.7259588
2021-12-31,Marketable,Bills,3767964.0301,2101.538,3770065.5681
2021-12-31,Marketable,Notes,12992160.0952,8346.4083,13000506.5035
2021-12-31,Marketable,Bonds,3474153.37875,7357.9765,3481511.35525
2021-12-31,Marketable,Treasury Inflation-Protected Securities,1727968.07500719,627.1864575,1728595.26146469
2021-12-31,Marketable,Floating Rate Notes,603301.7442,58.09,603359.8342
2021-12-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-12-31,Total Marketable,_,22565547.3232572,24544.2382575,22590091.5615147
2021-12-31,Nonmarketable,Domestic Series,28592.15519821,0,28592.15519821
2021-12-31,Nonmarketable,Foreign Series,264.342,0,264.342
2021-12-31,Nonmarketable,State and Local Government Series,109702.76658883,0,109702.76658883
2021-12-31,Nonmarketable,United States Savings Securities,146201.32850893,0,146201.32850893
2021-12-31,Nonmarketable,Government Account Series,290176.86039282,6448922.94042642,6739099.80081924
2021-12-31,Nonmarketable,Other,3262.56599695,0,3262.56599695
2021-12-31,Total Nonmarketable,_,578200.01868574,6448922.94042642,7027122.95911216
2021-12-31,Total Public Debt Outstanding,_,23143747.3419429,6473468.17868392,29617214.5206268
2021-11-30,Marketable,Notes,12845780.9777,8780.2793,12854561.257
2021-11-30,Marketable,Bonds,3426187.93515,7337.3925,3433525.32765
2021-11-30,Marketable,Treasury Inflation-Protected Securities,1694646.45274331,625.76860989,1695272.2213532
2021-11-30,Marketable,Floating Rate Notes,576028.4204,70.37,576098.7904
2021-11-30,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-11-30,Total Marketable,_,22327320.5466933,24286.41610989,22351606.9628032
2021-11-30,Nonmarketable,Domestic Series,28591.58032609,0,28591.58032609
2021-11-30,Nonmarketable,Foreign Series,264.342,0,264.342
2021-11-30,Marketable,Bills,3784676.7607,1419.5667,3786096.3274
2021-11-30,Nonmarketable,State and Local Government Series,113851.72312446,0,113851.72312446
2021-11-30,Nonmarketable,United States Savings Securities,144170.85779921,0,144170.85779921
2021-11-30,Nonmarketable,Government Account Series,28462.36867036,6237789.18901644,6266250.5576868
2021-11-30,Nonmarketable,Other,3250.44351207,0,3250.44351207
2021-11-30,Total Nonmarketable,_,318591.31543219,6237789.18901644,6556379.50444863
2021-11-30,Total Public Debt Outstanding,_,22645911.8621255,6262074.60512633,28907987.4672518
2021-10-31,Nonmarketable,United States Savings Securities,143514.94515594,0,143514.94515594
2021-10-31,Nonmarketable,Government Account Series,229416.4678422,6247230.07088613,6476646.53872833
2021-10-31,Nonmarketable,Other,3177.55011974,0,3177.55011974
2021-10-31,Total Nonmarketable,_,529452.7104913,6247230.07088613,6776682.78137743
2021-10-31,Total Public Debt Outstanding,_,22637089.618511,6271676.24279488,28908764.8613059
2021-10-31,Marketable,Bills,3850718.0667,1387.8767,3852105.9434
2021-10-31,Marketable,Notes,12637484.2393,8680.1846,12646164.4239
2021-10-31,Marketable,Bonds,3365745.29945,7615.0675,3373360.36695
2021-10-31,Marketable,Treasury Inflation-Protected Securities,1674397.89956975,633.98410875,1675031.8836785
2021-10-31,Marketable,Floating Rate Notes,579291.403,75.02,579366.423
2021-10-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-10-31,Total Marketable,_,22107636.9080197,24445.17190875,22132082.0799285
2021-10-31,Nonmarketable,Domestic Series,32781.54871419,0,32781.54871419
2021-10-31,Nonmarketable,Foreign Series,264.342,0,264.342
2021-10-31,Nonmarketable,State and Local Government Series,120297.85665923,0,120297.85665923
2021-09-30,Nonmarketable,United States Savings Securities,143662.05692154,0,143662.05692154
2021-09-30,Nonmarketable,Government Account Series,120537.14953581,6122780.92977122,6243318.07930703
2021-09-30,Nonmarketable,Other,3143.76584775,0,3143.76584775
2021-09-30,Total Nonmarketable,_,427434.97038687,6122780.92977122,6550215.90015809
2021-09-30,Total Public Debt Outstanding,_,22282900.2281302,6146017.88433845,28428919.1124686
2021-09-30,Marketable,Bills,3712951.5196,1167.0487,3714118.5683
2021-09-30,Marketable,Notes,12570462.9311,8478.1686,12578941.0997
2021-09-30,Marketable,Bonds,3340760.23275,6795.2563,3347555.48905
2021-09-30,Marketable,Treasury Inflation-Protected Securities,1651998.37629334,669.21696723,1652667.59326057
2021-09-30,Marketable,Floating Rate Notes,579292.198,74.225,579366.423
2021-09-30,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-09-30,Total Marketable,_,21855465.2577433,23236.95456723,21878702.2123106
2021-09-30,Nonmarketable,Domestic Series,32781.09700539,0,32781.09700539
2021-09-30,Nonmarketable,Foreign Series,264.342,0,264.342
2021-09-30,Nonmarketable,State and Local Government Series,127046.55907638,0,127046.55907638
2021-08-31,Marketable,Bills,4036834.9328,1277.815,4038112.7478
2021-08-31,Marketable,Notes,12403487.9371,8425.0361,12411912.9732
2021-08-31,Marketable,Bonds,3287357.47535,6752.1723,3294109.64765
2021-08-31,Marketable,Treasury Inflation-Protected Securities,1627920.41460789,712.56965336,1628632.98426125
2021-08-31,Marketable,Floating Rate Notes,553288.3234,78.065,553366.3884
2021-08-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-08-31,Total Marketable,_,21908889.0832579,23298.69705336,21932187.7803112
2021-08-31,Nonmarketable,Domestic Series,44572.7221651,0,44572.7221651
2021-08-31,Nonmarketable,Foreign Series,264.342,0,264.342
2021-08-31,Nonmarketable,State and Local Government Series,129561.88516895,0,129561.88516895
2021-08-31,Nonmarketable,United States Savings Securities,144020.00998354,0,144020.00998354
2021-08-31,Nonmarketable,Government Account Series,24175.39754472,6149474.61078611,6173650.00833083
2021-08-31,Nonmarketable,Other,3060.00429599,0,3060.00429599
2021-08-31,Total Nonmarketable,_,345654.3611583,6149474.61078611,6495128.97194441
2021-08-31,Total Public Debt Outstanding,_,22254544.4444162,6172774.30783947,28427316.7522556
2021-07-31,Marketable,Bills,4140792.4999,1334.185,4142126.6849
2021-07-31,Marketable,Notes,12176507.056,8518.7767,12185025.8327
2021-07-31,Marketable,Bonds,3201102.47665,6777.0535,3207879.53015
2021-07-31,Marketable,Treasury Inflation-Protected Securities,1603247.37165669,739.73449171,1603987.1061484
2021-07-31,Marketable,Floating Rate Notes,553383.1607,86.48,553469.6407
2021-07-31,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-07-31,Total Marketable,_,21675032.5649067,23509.26869171,21698541.8335984
2021-07-31,Nonmarketable,Domestic Series,44571.76067215,0,44571.76067215
2021-07-31,Nonmarketable,Foreign Series,264.342,0,264.342
2021-07-31,Nonmarketable,State and Local Government Series,135428.08573965,0,135428.08573965
2021-07-31,Nonmarketable,United States Savings Securities,144381.78217005,0,144381.78217005
2021-07-31,Nonmarketable,Government Account Series,281873.684310741,6119584.76518056,6401459.4494913
2021-07-31,Nonmarketable,Other,3075.33137994,0,3075.33137994
2021-07-31,Total Nonmarketable,_,609594.986272531,6119584.76518056,6729179.75145309
2021-07-31,Total Public Debt Outstanding,_,22284627.5511792,6143094.03387227,28427721.5850515
2021-06-30,Marketable,Bills,4273669.5376,1422.43,4275091.9676
2021-06-30,Marketable,Notes,12097215.864,9135.6916,12106351.5556
2021-06-30,Marketable,Bonds,3173226.33755,6702.2495,3179928.58705
2021-06-30,Marketable,Treasury Inflation-Protected Securities,1617396.16099767,734.23649946,1618130.39749713
2021-06-30,Marketable,Floating Rate Notes,553405.2257,64.415,553469.6407
2021-06-30,Marketable,Federal Financing Bank,0,6053.039,6053.039
2021-06-30,Total Marketable,_,21714913.1258477,24112.06159946,21739025.1874471
2021-06-30,Nonmarketable,Domestic Series,44570.92055487,0,44570.92055487
2021-06-30,Nonmarketable,Foreign Series,264.342,0,264.342
2021-06-30,Nonmarketable,State and Local Government Series,122754.51332678,0,122754.51332678
2021-06-30,Nonmarketable,United States Savings Securities,144692.89793232,0,144692.89793232
2021-06-30,Nonmarketable,Government Account Series,299575.06692539,6175501.27792364,6475076.34484903
2021-06-30,Nonmarketable,Other,3051.92492567,0,3051.92492567
2021-06-30,Total Nonmarketable,_,614909.66566503,6175501.27792364,6790410.94358867
2021-06-30,Total Public Debt Outstanding,_,22329822.7915127,6199613.3395231,28529436.1310358
